,source,text,type,category,label,English
862, Sebastian Ghiță,„Mi-e tare teamă că o astfel de chestiune nu se poate întâmpla decât cu voia Camerei din care facem parte”, DECLARAȚII Politica,Fals,3,„Mi-e tare teamă că o astfel de chestiune nu se poate întâmpla decât cu voia Camerei din care facem parte”
863, Rovana Plumb,„Puterea de cumpărare a familiilor cu venituri mici și medii a crescut cu până la 15%”, DECLARAȚII Economie,Fals,3,„Puterea de cumpărare a familiilor cu venituri mici și medii a crescut cu până la 15%”
864, Călin Popescu Tăriceanu,„Parlamentarii nu au imunitate decât pentru declarații politice”, DECLARAȚII Politica,Parțial Adevărat,1,„Parlamentarii nu au imunitate decât pentru declarații politice”
865, MoÅ£iune de cenzură,"„În anul 2014, investiţiile asumate de către Transelectrica nu au fost realizate decât în procent de 23%""", DECLARAȚII Politica,Fals,3,"„În anul 2014, investiţiile asumate de către Transelectrica nu au fost realizate decât în procent de 23%"""
866, Ministerul Transporturilor, „CV-ul nu face parte din documentele care trebuie depuse la dosarul de concurs”, DECLARAȚII Transport,Fals,3, „CV-ul nu face parte din documentele care trebuie depuse la dosarul de concurs”
867, Traian Băsescu,"„Apartamentul din Mihăileanu nu avea 300 de metri pătrați, este un apartament decent de circa 200 de metri pătrați, e cumpărat pe legea 10”", DECLARAȚII Politica,Fals,3,"„Apartamentul din Mihăileanu nu avea 300 de metri pătrați, este un apartament decent de circa 200 de metri pătrați, e cumpărat pe legea 10”"
868, Victor Ponta,„Noi nu putem să schimbam o lege și nu avem în niciun caz 90 de senatori”, DECLARAȚII Politica,Parțial Adevărat,1,„Noi nu putem să schimbam o lege și nu avem în niciun caz 90 de senatori”
869, Șerban Nicolae,"„Eu, din politețe, am vrut să consult CSM”", DECLARAȚII Justitie,Fals,3,"„Eu, din politețe, am vrut să consult CSM”"
870, Raluca Turcan,„Din 400 de milioane de euro s-ar fi putut dubla alocațiile tuturor elevilor și s-ar fi putut construi 800 de școli”, DECLARAȚII Politica,Adevărat,0,„Din 400 de milioane de euro s-ar fi putut dubla alocațiile tuturor elevilor și s-ar fi putut construi 800 de școli”
871,,"„Votul la vedere încalcă procedura de vot, pentru că se prevede ca votul să fie secret”", DECLARAȚII Politica,Parțial Fals,2,"„Votul la vedere încalcă procedura de vot, pentru că se prevede ca votul să fie secret”"
872, Victor Ponta,"""România are cel mai scăzut risc de țară din ultimii 6-7 ani și ne împrumutăm cel mai ieftin din istoria țării""", DECLARAȚII Economie,Adevărat,0,"""România are cel mai scăzut risc de țară din ultimii 6-7 ani și ne împrumutăm cel mai ieftin din istoria țării"""
873, Ionuț Vulpescu,"„Bugetul culturii naţionale este 0,08% [din PIB]”", DECLARAȚII Cultura,Parțial Adevărat,1,"„Bugetul culturii naţionale este 0,08% [din PIB]”"
874, Victor Ponta,„Am fost a 11-a ţară (din 28) care a semnat Acordul de Parteneriat cu Comisia Europeană.”, DECLARAȚII Externe,Adevărat,0,„Am fost a 11-a ţară (din 28) care a semnat Acordul de Parteneriat cu Comisia Europeană.”
875, Robert Cazanciuc,"„Legea vă permite să vindeţi chiar la momentul sechestrării, banii fiind depuşi într-un cont”", DECLARAȚII Justitie,Parțial Adevărat,1,"„Legea vă permite să vindeţi chiar la momentul sechestrării, banii fiind depuşi într-un cont”"
876, Niculae Havrileț,"„Înainte de liberalizarea pieţei gazelor naturale, preţul producţiei interne era de 130 dolari pe mia de metri cubi. Dar 30% din consum era acoperit din import, la preţul de 400 de dolari pe mia de metri cubi. Astfel, preţul coşului de gaze era de 200-220 dolari pe mia de metri cubi. În acest moment s-a ajuns la un preţ de 380 dolari la import, într-o proporţie de 8%. Acum preţul coşului este de 260 de dolari pe mia de metri cubi.”", DECLARAȚII Energie,Parțial Fals,2,"„Înainte de liberalizarea pieţei gazelor naturale, preţul producţiei interne era de 130 dolari pe mia de metri cubi. Dar 30% din consum era acoperit din import, la preţul de 400 de dolari pe mia de metri cubi. Astfel, preţul coşului de gaze era de 200-220 dolari pe mia de metri cubi. În acest moment s-a ajuns la un preţ de 380 dolari la import, într-o proporţie de 8%. Acum preţul coşului este de 260 de dolari pe mia de metri cubi.”"
877, Remus Cernea,„Alte 19 ţări membre ale Uniunii Europene au votat deja astfel de legislaţii [referitoare la parteneriatele civile]”, DECLARAȚII Externe,Adevărat,0,„Alte 19 ţări membre ale Uniunii Europene au votat deja astfel de legislaţii [referitoare la parteneriatele civile]”
878,SPECIAL 8 martie: dezbatere ântre patru deputate și o doamnă ministru,Factual Special:  – dispută pe tema creării Agenţiei Naţionale pentru Inspecţia Muncii şi Securitate Socială –  (vezi și restul fact-check-urilor făcute cu prilejul zilei de 8 martie), DECLARAȚII Politica,Adevărat,0,Factual Special:  – dispută pe tema creării Agenţiei Naţionale pentru Inspecţia Muncii şi Securitate Socială –  (vezi și restul fact-check-urilor făcute cu prilejul zilei de 8 martie)
879, Cătălin Predoiu,"„ Odată cu ruperea acordului înainte de vreme, România nu va mai beneficia nici de cofinanţare de 5% la fonduri europene. Cofinanţarea va creşte la 15%.”", DECLARAȚII Economie,Parțial Fals,2,"„ Odată cu ruperea acordului înainte de vreme, România nu va mai beneficia nici de cofinanţare de 5% la fonduri europene. Cofinanţarea va creşte la 15%.”"
880, Eduard Hellvig,„Documentele SRI pot fi desecretizate după 40 de ani”, DECLARAȚII Justitie,Adevărat,0,„Documentele SRI pot fi desecretizate după 40 de ani”
881, Alina Gorghiu,„1 miliard de lei din fondul de rezervă au mers exclusiv către autoritățile locale”, DECLARAȚII Politica,Parțial Adevărat,1,„1 miliard de lei din fondul de rezervă au mers exclusiv către autoritățile locale”
882, Victor Ponta,„Am reuşit – 90% din piaţă tot ce este consumator necasnic este pe o piaţă liberă”, DECLARAȚII Energie,Parțial Fals,2,„Am reuşit – 90% din piaţă tot ce este consumator necasnic este pe o piaţă liberă”
883, Adriean Videanu,"„Abuzul în serviciu este o infracţiune de serviciu, nu o infracţiune de corupţie”", DECLARAȚII Justitie,Parțial Fals,2,"„Abuzul în serviciu este o infracţiune de serviciu, nu o infracţiune de corupţie”"
884, Victor Ponta,"„Cu o nouă colaborare între Preşedinte, Parlament şi Guvern, se vor reduce ordonanţele de urgenţă – chiar dacă în 2014 au fost cele mai puţine din ultimii 25 de ani.”", DECLARAȚII Politica,Fals,3,"„Cu o nouă colaborare între Preşedinte, Parlament şi Guvern, se vor reduce ordonanţele de urgenţă – chiar dacă în 2014 au fost cele mai puţine din ultimii 25 de ani.”"
885,,"„Întrebarea e cum putem cu 16% să avem și școli și spitale ca în Germania, unde plătesc 48%. Discuția corectă este: un grad foarte scăzut de fiscalitate, și România are un grad scăzut de fiscalitate, presupune servicii sociale mai mici”.", DECLARAȚII,Fals,3,"„Întrebarea e cum putem cu 16% să avem și școli și spitale ca în Germania, unde plătesc 48%. Discuția corectă este: un grad foarte scăzut de fiscalitate, și România are un grad scăzut de fiscalitate, presupune servicii sociale mai mici”."
886, Victor Ponta, „Medierea între puterile statului este o atribuţie exclusivă a preşedintelui.”, DECLARAȚII Politica,Parțial Fals,2, „Medierea între puterile statului este o atribuţie exclusivă a preşedintelui.”
887, Raluca Turcan,"„Există un organism care se numeşte ARACIS şi care trebuie să verifice calitatea în învăţământul superior. Acest ARACIS, cu toate că se apropia de finalul de mandat, a fost lăsat aşa şi creată posibilitatea schimbării structurii peste noapte, în ajun de sărbătoare, pentru a putea fi completat cu persoane propuse politic. În componenţa acestei instituţii, legea spunea că 70% din membri trebuie să poată susţine concursuri de ocupare a posturilor. În mod netransparent, a fost scăzut la 30% procentul acesta.”", DECLARAȚII Politica,Parțial Adevărat,1,"„Există un organism care se numeşte ARACIS şi care trebuie să verifice calitatea în învăţământul superior. Acest ARACIS, cu toate că se apropia de finalul de mandat, a fost lăsat aşa şi creată posibilitatea schimbării structurii peste noapte, în ajun de sărbătoare, pentru a putea fi completat cu persoane propuse politic. În componenţa acestei instituţii, legea spunea că 70% din membri trebuie să poată susţine concursuri de ocupare a posturilor. În mod netransparent, a fost scăzut la 30% procentul acesta.”"
888, Elena Udrea,"„Există şi o directivă europeană (2014/17/EC) care spune că, atunci când există o valută care este supusă deprecierii, iar această depreciere depășește 20% față de nivelul inițial al cursului, trebuie ca statele membre ale UE să intervină pe cale legislativă și să stabilească plafonări.”", DECLARAȚII Externe,Fals,3,"„Există şi o directivă europeană (2014/17/EC) care spune că, atunci când există o valută care este supusă deprecierii, iar această depreciere depășește 20% față de nivelul inițial al cursului, trebuie ca statele membre ale UE să intervină pe cale legislativă și să stabilească plafonări.”"
889, Răzvan Nicolescu,",,ANRE să ne transmită aceste date privind impactul privind CET-urile, apoi noi trebuie să discutăm cu cei de la Comisia Europeană situaţia CET-urilor şi situaţia consumatorilor industriali care, în momentul de faţă, sunt reglementaţi [...]""", DECLARAȚII Energie,Adevărat,0,",,ANRE să ne transmită aceste date privind impactul privind CET-urile, apoi noi trebuie să discutăm cu cei de la Comisia Europeană situaţia CET-urilor şi situaţia consumatorilor industriali care, în momentul de faţă, sunt reglementaţi [...]"""
890, Victor Ponta,„MAE nu are atribuţia de a organiza alegerile”, DECLARAȚII Electoral,Parțial Fals,2,„MAE nu are atribuţia de a organiza alegerile”
891, Victor Ponta,"„Au fost 140 de ordonanțe de urgență în 2010 și 130 și ceva în 2011. Noi avem 50, deocamdată”", DECLARAȚII Politica,Parțial Fals,2,"„Au fost 140 de ordonanțe de urgență în 2010 și 130 și ceva în 2011. Noi avem 50, deocamdată”"
892, Tudor Ciuhodaru,„30% din populația României trăiește sub limita sărăciei”, DECLARAȚII Social,Parțial Adevărat,1,„30% din populația României trăiește sub limita sărăciei”
893, Cristian Buican,„Repartiţia fondurilor guvernamentale pe criterii politice dăunează grav democraţiei”, DECLARAȚII Politica,Parțial Adevărat,1,„Repartiţia fondurilor guvernamentale pe criterii politice dăunează grav democraţiei”
894, Alexandru Nazare,"„Cifrele demonstrează că anul acesta, în primele 8 luni, [..] am transmis [..] solicitări de rambursare în valoare de 600 de milioane de euro[..]. În plus avem două programe [..] care sunt de facto blocate [..] nefiind transmisă [..] nicio cerere de rambursare.”", DECLARAȚII Finante,Adevărat,0,"„Cifrele demonstrează că anul acesta, în primele 8 luni, [..] am transmis [..] solicitări de rambursare în valoare de 600 de milioane de euro[..]. În plus avem două programe [..] care sunt de facto blocate [..] nefiind transmisă [..] nicio cerere de rambursare.”"
895, Victor Ponta,"„N-am mărit niciun preţ la gaze, pur şi simplu se importă mai multe gaze din Rusia”", DECLARAȚII Energie,Adevărat,0,"„N-am mărit niciun preţ la gaze, pur şi simplu se importă mai multe gaze din Rusia”"
896, Remus Pricopie,"„Anul acesta avem 22 miliarde, cel mai mare buget de până acum pe care l-a acordat Guvernul pentru Educație”", DECLARAȚII Educatie,Parțial Fals,2,"„Anul acesta avem 22 miliarde, cel mai mare buget de până acum pe care l-a acordat Guvernul pentru Educație”"
897, Cristian Preda,„USD a furat startul lipind afişe cu multe zile înainte de data legală”, DECLARAȚII Electoral,Adevărat,0,„USD a furat startul lipind afişe cu multe zile înainte de data legală”
898, Traian Băsescu,„Este un abuz formarea comisiei parlamentare pentru anchetarea achiziţiei de teren a familiei mele”, DECLARAȚII Politica,Fals,3,„Este un abuz formarea comisiei parlamentare pentru anchetarea achiziţiei de teren a familiei mele”
899, Liviu Voinea,"„Acum 3 ani România nu avea acces la piața internațională de capital, acum se împrumută în condiții comparabile cu Turcia, India, mai bine decât Ungaria sau Slovenia”", DECLARAȚII Externe,Adevărat,0,"„Acum 3 ani România nu avea acces la piața internațională de capital, acum se împrumută în condiții comparabile cu Turcia, India, mai bine decât Ungaria sau Slovenia”"
900, Daniel Constantin, „Autoritățile locale din Teleorman NU au cerut bani europeni prin PNDR pentru lucrări anti-inundații”, DECLARAȚII Politica,Parțial Adevărat,1, „Autoritățile locale din Teleorman NU au cerut bani europeni prin PNDR pentru lucrări anti-inundații”
